"InvoiceDate";"FullName";"Country";"TotalInvoices";"TotalQty";"TotalDue"
"1/16/2011 14:48";"Pippa Payne";"United Kingdom";1;-1;-5.0
"1/16/2011 15:30";"Sebastian James";"United Kingdom";38;127;356.0
"1/16/2011 15:38";"Nathan Ball";"United Kingdom";19;102;306.0
"1/16/2011 15:44";"Tracey Chapman";"United Kingdom";31;74;152.0
"1/16/2011 15:48";"Nathan Ball";"United Kingdom";1;-8;-40.0
"1/16/2011 15:50";"Pippa Payne";"United Kingdom";75;161;299.0
"1/16/2011 16:10";"Katherine Parr";"United Kingdom";19;534;618.0
"1/16/2011 16:10";"Owen Gibson";"United Kingdom";23;74;143.0
"1/16/2011 16:23";"Nicola Manning";"United Kingdom";98;223;431.0
"1/16/2011 16:25";"Jennifer Roberts";"United Kingdom";53;398;978.0
"1/17/2011 10:37";"Hannah Walsh";"Poland";25;288;562.0
"1/17/2011 10:52";"Oliver Churchill";"United Kingdom";27;113;218.0
"1/17/2011 11:01";"Joanne Hodges";"Germany";53;412;1131.0
"1/17/2011 11:09";"Ella Simpson";"United Kingdom";16;27;158.0
"1/17/2011 11:12";"Joanne Hunter";"Australia";19;204;422.0
"1/17/2011 11:17";"Justin Ross";"United Kingdom";5;31;109.0
"1/17/2011 11:21";"Adam Cameron";"United Kingdom";11;94;184.0
"1/17/2011 11:24";"Sonia Scott";"United Kingdom";31;249;481.0
"1/17/2011 11:28";"Justin Mackenzie";"United Kingdom";4;48;120.0
"1/17/2011 11:34";"Phil Sharp";"United Kingdom";1;100;200.0
"1/17/2011 11:46";"Emily Oliver";"Germany";21;147;188.0
"1/17/2011 11:53";"Molly Mitchell";"United Kingdom";5;52;164.0
"1/17/2011 11:55";"Abigail Payne";"United Kingdom";32;356;666.0
"1/17/2011 11:57";"Alexander Piper";"United Kingdom";61;679;1186.0
"1/17/2011 11:59";"Michael Langdon";"United Kingdom";13;14;65.0
"1/17/2011 12:31";"Alison MacLeod";"United Kingdom";49;292;821.0
"1/17/2011 12:34";"John Slater";"United Kingdom";11;146;190.0
"1/17/2011 12:45";"Austin Parr";"United Kingdom";31;447;814.0
"1/17/2011 12:45";"Edward MacLeod";"United Kingdom";1;-36;-36.0
"1/17/2011 13:08";"Fiona McGrath";"United Kingdom";29;304;487.0
"1/17/2011 13:09";"Dylan Paige";"United Kingdom";3;664;728.0
"1/17/2011 13:21";"Sally Forsyth";"United Kingdom";7;135;307.0
"1/17/2011 13:23";"Irene Forsyth";"United Kingdom";39;74;204.0
"1/17/2011 13:25";"Dominic Gibson";"United Kingdom";5;132;84.0
"1/17/2011 13:25";"Jacob Powell";"United Kingdom";25;217;277.0
"1/17/2011 13:30";"Kimberly Martin";"United Kingdom";20;129;375.0
"1/17/2011 13:39";"Phil Jones";"United Kingdom";35;145;382.0
"1/17/2011 13:59";"Maria Langdon";"United Kingdom";6;96;168.0
"1/17/2011 14:18";"Max King";"United Kingdom";19;166;310.0
"1/17/2011 14:27";"Victoria Morrison";"United Kingdom";6;43;113.0
"1/17/2011 14:40";"Sally Stewart";"United Kingdom";8;111;138.0
"1/17/2011 14:49";"Sarah Cornish";"United Kingdom";15;246;260.0
"1/17/2011 14:51";"Jan Quinn";"United Kingdom";17;156;306.0
"1/17/2011 14:51";"Adrian Fisher";"United Kingdom";34;177;338.0
"1/17/2011 15:05";"Adrian Fisher";"United Kingdom";1;12;12.0
"1/17/2011 15:11";"Mary Campbell";"United Kingdom";2;43;415.0
"1/17/2011 15:17";"Austin Smith";"France";21;268;706.0
"1/17/2011 15:19";"Sarah Avery";"United Kingdom";62;209;411.0
"1/17/2011 15:31";"Kylie Edmunds";"United Kingdom";1;144;144.0
"1/17/2011 15:42";"Katherine Davidson";"United Kingdom";12;186;336.0
"1/17/2011 15:50";"Maria Poole";"United Kingdom";4;340;364.0
"1/17/2011 16:06";"Boris Sutherland";"United Kingdom";51;617;1179.0
"1/17/2011 16:07";"Tracey Jones";"United Kingdom";1;5;10.0
"1/17/2011 16:14";"Victor Fisher";"United Kingdom";28;129;172.0
"1/17/2011 16:14";"Julian Gray";"United Kingdom";43;101;254.0
"1/17/2011 16:20";"Alan Hemmings";"United Kingdom";3;-3;-13.0
"1/17/2011 16:23";"Ryan Wilson";"United Kingdom";40;96;254.0
"1/17/2011 16:23";"Irene Forsyth";"United Kingdom";1;-1;-3.0
"1/17/2011 16:45";"Gordon Cameron";"United Kingdom";1;-12;-36.0
"1/17/2011 17:08";"Edward McLean";"United Kingdom";1;2;6.0
"1/18/2011 8:43";"Jasmine Ferguson";"United Kingdom";1;144;144.0
"1/18/2011 8:44";"Claire Ince";"United Kingdom";1;4;440.0
"1/18/2011 8:46";"Jan Parsons";"United Kingdom";6;60;420.0
"1/18/2011 8:53";"Austin Paige";"United Kingdom";8;53;141.0
"1/18/2011 9:44";"Simon Simpson";"United Kingdom";18;274;278.0
"1/18/2011 9:50";"Amanda Chapman";"Portugal";36;1216;2058.0
"1/18/2011 10:01";"Matt Robertson";"United Kingdom";1;74215;74215.0
"1/18/2011 10:15";"Alexander Ross";"United Kingdom";4;49;171.0
"1/18/2011 10:17";"Matt Robertson";"United Kingdom";1;-74215;-74215.0
"1/18/2011 10:22";"Eric Ross";"EIRE";10;287;490.0
"1/18/2011 10:28";"Anne Sharp";"United Kingdom";12;133;143.0
"1/18/2011 10:41";"Richard Parr";"United Kingdom";5;76;310.0
"1/18/2011 10:58";"Bernadette Grant";"United Kingdom";5;96;96.0
"1/18/2011 11:30";"Sean Lambert";"United Kingdom";6;192;256.0
"1/18/2011 11:51";"Sam Hamilton";"United Kingdom";4;200;400.0
"1/18/2011 11:54";"Ryan Scott";"United Kingdom";7;1108;660.0
"1/18/2011 12:05";"Deirdre Stewart";"Germany";10;113;118.0
"1/18/2011 12:09";"Irene Allan";"United Kingdom";16;147;302.0
"1/18/2011 12:40";"Colin Mills";"United Kingdom";7;17;110.0
"1/18/2011 12:46";"Charles Robertson";"United Kingdom";12;117;178.0
"1/18/2011 13:05";"Kylie Roberts";"United Kingdom";98;238;267.0
"1/18/2011 13:15";"Karen Welch";"United Kingdom";16;75;111.0
"1/18/2011 13:34";"Michelle Greene";"United Kingdom";13;518;803.0
"1/18/2011 13:38";"Sophie Carr";"United Kingdom";67;345;535.0
"1/18/2011 13:40";"Sebastian Avery";"United Kingdom";4;61;135.0
"1/18/2011 14:04";"Deirdre Dyer";"Spain";29;294;679.0
"1/18/2011 15:21";"Jack Hardacre";"United Kingdom";1;-1;-10.0
"1/18/2011 15:23";"Jack Hardacre";"United Kingdom";3;-5;-22.0
"1/18/2011 15:25";"Neil Bond";"United Kingdom";14;191;121.0
"1/18/2011 15:26";"Molly Edmunds";"United Kingdom";1;-7;-7.0
"1/18/2011 15:30";"Boris Scott";"United Kingdom";1;-1;-10.0
"1/18/2011 15:31";"Richard Parr";"United Kingdom";1;-1;-7.0
"1/18/2011 15:37";"Hannah Bond";"United Kingdom";27;74;251.0
"1/18/2011 15:58";"Alexander Newman";"United Kingdom";1;1;15.0
"1/18/2011 16:31";"Angela Roberts";"United Kingdom";39;106;118.0
"1/18/2011 16:39";"Penelope Powell";"United Kingdom";24;56;203.0
"1/18/2011 16:45";"Charles Lee";"United Kingdom";20;54;135.0
"1/18/2011 16:52";"Charles Lee";"United Kingdom";2;6;-12.0
"1/19/2011 8:34";"Sam Clarkson";"Germany";3;37;54.0
"1/19/2011 9:05";"Carl Lambert";"Switzerland";99;2290;2897.0
"1/19/2011 9:13";"Adrian White";"Australia";13;113;254.0
"1/19/2011 9:45";"Nicholas Baker";"United Kingdom";6;105;160.0
"1/19/2011 9:54";"Yvonne Pullman";"United Kingdom";18;102;337.0
"1/19/2011 10:09";"Robert Brown";"United Kingdom";26;33;112.0
"1/19/2011 10:49";"Ava Bond";"United Kingdom";37;240;594.0
"1/19/2011 10:51";"Julian Ogden";"United Kingdom";1;72;72.0
"1/19/2011 10:56";"Yvonne Nolan";"United Kingdom";35;403;488.0
"1/19/2011 11:15";"Gabrielle Henderson";"United Kingdom";40;278;510.0
"1/19/2011 11:38";"Dan Dowd";"United Kingdom";43;108;168.0
"1/19/2011 11:48";"Dorothy Chapman";"United Kingdom";18;44;169.0
"1/19/2011 11:50";"Max Jones";"United Kingdom";30;808;788.0
"1/19/2011 11:51";"James White";"France";31;386;790.0
"1/19/2011 12:07";"Felicity Martin";"United Kingdom";8;46;266.0
"1/19/2011 12:14";"Evan White";"Switzerland";25;319;694.0
"1/19/2011 12:34";"Chloe Slater";"Netherlands";32;5880;7088.0
"1/19/2011 12:38";"Jonathan Ogden";"United Kingdom";24;133;189.0
"1/19/2011 12:39";"Benjamin Hart";"United Kingdom";2;-100;-300.0
"1/19/2011 12:47";"Phil Jones";"United Kingdom";1;-4;-12.0
"1/19/2011 12:52";"Frank Campbell";"United Kingdom";16;266;202.0
"1/19/2011 13:21";"Phil Jones";"United Kingdom";32;539;433.0
"1/19/2011 13:32";"Stewart Dickens";"Spain";23;48;121.0
"1/19/2011 14:22";"Warren Oliver";"United Kingdom";11;33;240.0
"1/19/2011 14:36";"Sam Black";"Belgium";1;-3;-12.0
"1/19/2011 14:39";"Carl Forsyth";"United Kingdom";13;49;180.0
"1/19/2011 14:43";"Sean Wallace";"United Kingdom";31;310;494.0
"1/19/2011 14:44";"Owen Butler";"United Kingdom";1;-8;-56.0
"1/19/2011 14:50";"Colin Black";"United Kingdom";27;234;394.0
"1/19/2011 14:52";"Owen Butler";"United Kingdom";17;308;251.0
"1/19/2011 15:20";"John Davies";"United Kingdom";45;234;273.0
"1/19/2011 15:30";"Gabrielle Marshall";"United Kingdom";14;219;238.0
"1/19/2011 16:08";"Irene Forsyth";"United Kingdom";18;60;94.0
"1/19/2011 16:18";"Emily Fisher";"United Kingdom";33;155;164.0
"1/19/2011 16:19";"Emily Fisher";"United Kingdom";69;620;435.0
"1/19/2011 16:19";"Diana Duncan";"United Kingdom";6;323;461.0
"1/19/2011 17:17";"Christopher Quinn";"United Kingdom";31;88;153.0
"1/19/2011 17:21";"Sophie Randall";"United Kingdom";1;-1;-15.0
"1/19/2011 17:23";"Sophie Randall";"United Kingdom";56;158;308.0
"1/20/2011 9:03";"Julian Churchill";"United Kingdom";4;60;120.0
"1/20/2011 9:25";"Madeleine Mitchell";"United Kingdom";4;56;124.0
"1/20/2011 9:54";"Chloe Slater";"Netherlands";2;288;288.0
"1/20/2011 10:11";"Wanda Marshall";"United Kingdom";5;32;78.0
"1/20/2011 10:18";"Pippa Ferguson";"United Kingdom";5;309;1005.0
"1/20/2011 10:43";"Theresa Churchill";"United Kingdom";19;132;130.0
"1/20/2011 10:47";"Sean Buckland";"France";27;211;604.0
"1/20/2011 10:48";"Sean Buckland";"France";44;485;948.0
"1/20/2011 11:00";"Carl Forsyth";"United Kingdom";2;-2;-2.0
"1/20/2011 11:15";"Warren Berry";"United Kingdom";31;160;335.0
"1/20/2011 11:39";"Brian Scott";"United Kingdom";12;139;140.0
"1/20/2011 11:53";"Joshua Vaughan";"Spain";1;-6;-66.0
"1/20/2011 12:04";"Austin Kelly";"United Kingdom";31;56;260.0
"1/20/2011 12:07";"Elizabeth White";"United Kingdom";3;-3;-12.0
"1/20/2011 12:11";"Natalie Edmunds";"Australia";4;21;87.0
"1/20/2011 12:16";"Charles Blake";"United Kingdom";59;210;221.0
"1/20/2011 12:16";"Ava Jackson";"United Kingdom";10;73;185.0
"1/20/2011 12:20";"Brandon Slater";"United Kingdom";48;263;554.0
"1/20/2011 12:23";"Christopher Dyer";"United Kingdom";11;100;338.0
"1/20/2011 12:29";"Elizabeth White";"United Kingdom";19;172;348.0
"1/20/2011 12:34";"Eric Ross";"EIRE";21;1332;2836.0
"1/20/2011 13:01";"Una Oliver";"United Kingdom";15;112;414.0
"1/20/2011 13:02";"Una Oliver";"United Kingdom";8;96;264.0
"1/20/2011 13:19";"Elizabeth Metcalfe";"United Kingdom";1;-1;-16.0
"1/20/2011 13:49";"Faith Poole";"Belgium";11;94;232.0
"1/20/2011 14:01";"Andrew Jones";"United Kingdom";32;339;521.0
"1/20/2011 14:01";"Sam Chapman";"United Kingdom";5;88;332.0
"1/20/2011 14:13";"Eric Wallace";"United Kingdom";22;110;88.0
"1/20/2011 14:17";"Warren Baker";"United Kingdom";3;18;60.0
"1/20/2011 14:18";"Jack Graham";"United Kingdom";16;1059;1474.0
"1/20/2011 14:24";"Brandon Wilson";"United Kingdom";12;151;183.0
"1/20/2011 15:00";"Jane Brown";"United Kingdom";17;180;264.0
"1/20/2011 15:01";"Michael Parr";"United Kingdom";31;376;312.0
"1/20/2011 15:22";"Richard Ince";"United Kingdom";102;1090;1669.0
"1/20/2011 15:42";"Kevin Forsyth";"United Kingdom";13;117;372.0
"1/20/2011 16:15";"Austin Smith";"France";1;-4;-44.0
"1/20/2011 16:16";"Max Quinn";"United Kingdom";1;-17;-136.0
"1/20/2011 16:17";"Warren Baker";"United Kingdom";3;20;44.0
"1/20/2011 16:22";"Max Quinn";"United Kingdom";1;-6;-30.0
"1/20/2011 17:02";"Matt Hunter";"United Kingdom";6;-14;-34.0
"1/20/2011 17:06";"Simon Jackson";"United Kingdom";3;-21;-23.0
"1/20/2011 19:16";"Edward Lawrence";"United Kingdom";36;146;227.0
"1/21/2011 9:03";"Edward MacLeod";"United Kingdom";16;484;188.0
"1/21/2011 9:06";"Olivia Harris";"United Kingdom";11;145;114.0
"1/21/2011 9:26";"Joshua Jackson";"United Kingdom";3;-7;-46.0
"1/21/2011 9:52";"Madeleine Marshall";"Italy";12;145;348.0
"1/21/2011 10:25";"Sue Murray";"United Kingdom";1;-12;0.0
"1/21/2011 10:29";"Blake Bond";"United Kingdom";1;-4;-36.0
"1/21/2011 10:35";"Chloe Fraser";"United Kingdom";5;334;410.0
"1/21/2011 11:07";"Abigail Payne";"United Kingdom";4;-18;-31.0
"1/21/2011 11:08";"Abigail Payne";"United Kingdom";1;10;20.0
"1/21/2011 11:09";"Lauren White";"United Kingdom";27;233;431.0
"1/21/2011 11:17";"Sonia Rutherford";"United Kingdom";11;-86;-124.0
"1/21/2011 11:18";"Chloe Slater";"Netherlands";104;5634;7342.0
"1/21/2011 11:19";"Luke Poole";"United Kingdom";30;73;121.0
"1/21/2011 11:34";"Trevor Buckland";"United Kingdom";4;44;100.0
"1/21/2011 11:35";"Joanne Hodges";"Germany";6;-19;-64.0
"1/21/2011 11:42";"Michael Abraham";"Finland";5;164;656.0
"1/21/2011 11:50";"Steven Vaughan";"United Kingdom";4;-14;-40.0
"1/21/2011 11:55";"Jack Vance";"United Kingdom";35;396;712.0
"1/21/2011 12:37";"Christopher Hart";"United Kingdom";52;362;716.0
"1/21/2011 12:40";"Austin Kelly";"United Kingdom";4;14;89.0
"1/21/2011 12:54";"Bella Rees";"United Kingdom";1;-3;-33.0
"1/21/2011 12:56";"Stephen Lambert";"United Kingdom";1;-1;-40.0
"1/21/2011 13:05";"Blake Piper";"United Kingdom";15;160;311.0
"1/21/2011 13:07";"Jane Springer";"United Kingdom";91;1893;7195.0
"1/21/2011 13:07";"Anne Duncan";"United Kingdom";5;81;81.0
"1/21/2011 13:07";"Piers Hemmings";"United Kingdom";3;-36;-36.0
"1/21/2011 13:09";"Alexandra Watson";"United Kingdom";14;152;302.0
"1/21/2011 13:13";"Heather Vance";"United Kingdom";19;212;350.0
"1/21/2011 13:21";"Piers Cameron";"United Kingdom";26;56;147.0
"1/21/2011 13:47";"Anna Poole";"United Kingdom";27;131;274.0
"1/21/2011 13:55";"Ava Metcalfe";"United Kingdom";19;205;298.0
"1/21/2011 14:04";"Amy Hart";"United Kingdom";6;6;18.0
"1/21/2011 14:17";"Phil Jones";"United Kingdom";16;197;419.0
"1/21/2011 14:21";"Amy Hart";"United Kingdom";2;2;7.0
"1/21/2011 14:38";"Felicity Hill";"United Kingdom";10;53;177.0
"1/21/2011 14:39";"Felicity Hill";"United Kingdom";9;150;54.0
"1/21/2011 14:51";"Edward Welch";"United Kingdom";1;1;10.0
"1/21/2011 15:25";"Sally Murray";"United Kingdom";3;152;376.0
"1/21/2011 15:36";"Benjamin Skinner";"United Kingdom";21;226;384.0
"1/21/2011 15:41";"Sebastian Sharp";"United Kingdom";6;430;816.0
"1/21/2011 15:45";"Christian Hodges";"United Kingdom";2;3;9.0
"1/21/2011 15:56";"Anthony Sutherland";"United Kingdom";56;277;455.0
"1/21/2011 15:57";"Anthony Sutherland";"United Kingdom";15;64;133.0
"1/21/2011 16:11";"Mary Campbell";"United Kingdom";1;-4;-40.0
"1/21/2011 16:34";"Julia Blake";"United Kingdom";1;-1;-4.0
"1/21/2011 16:41";"Sam King";"United Kingdom";5;-8;-40.0
"1/21/2011 16:53";"Simon Walker";"United Kingdom";4;-6;-23.0
"1/21/2011 16:55";"Carolyn Kerr";"United Kingdom";1;-1;-2.0
"1/21/2011 16:58";"Alexander Newman";"United Kingdom";1;-3;-12.0
"1/21/2011 17:01";"Gavin Baker";"France";3;-3;-5.0
"1/21/2011 17:04";"Audrey Scott";"United Kingdom";3;-6;-19.0
"1/21/2011 17:06";"Max King";"United Kingdom";2;-3;-4.0
"1/21/2011 17:08";"Piers Hemmings";"United Kingdom";2;-4;-40.0
"1/21/2011 17:12";"Abigail Payne";"United Kingdom";1;-1;-5.0
"1/21/2011 17:14";"David Graham";"United Kingdom";12;44;108.0
"1/21/2011 17:18";"Sally Lewis";"United Kingdom";1;-1;-10.0
"1/21/2011 17:24";"Adam Watson";"United Kingdom";1;-6;-6.0
"1/23/2011 10:15";"Gordon Nolan";"United Kingdom";9;56;166.0
"1/23/2011 10:29";"Adam Graham";"United Kingdom";4;45;393.0
"1/23/2011 10:32";"Carol Abraham";"United Kingdom";9;80;128.0
"1/23/2011 10:43";"Carl Reid";"United Kingdom";40;325;905.0
"1/23/2011 11:15";"Edward MacDonald";"United Kingdom";33;188;378.0
"1/23/2011 11:48";"Sally Payne";"United Kingdom";1;1;3.0
"1/23/2011 11:53";"Victor Walker";"United Kingdom";11;81;144.0
"1/23/2011 12:07";"Amelia Smith";"United Kingdom";28;95;173.0
"1/23/2011 12:08";"Charles Taylor";"United Kingdom";62;572;1071.0
"1/23/2011 12:19";"Oliver Clarkson";"United Kingdom";48;128;210.0
"1/23/2011 12:41";"Leonard Manning";"United Kingdom";41;67;166.0
"1/23/2011 12:43";"Jane Smith";"United Kingdom";17;191;295.0
"1/23/2011 13:25";"Gabrielle Young";"United Kingdom";51;182;464.0
"1/23/2011 13:31";"John Davies";"United Kingdom";101;364;471.0
"1/23/2011 13:33";"Richard Butler";"United Kingdom";1;1;1.0
"1/23/2011 13:34";"Richard Butler";"United Kingdom";47;77;153.0
"1/23/2011 13:58";"Connor Vaughan";"United Kingdom";39;98;257.0
"1/23/2011 14:20";"Carl Forsyth";"United Kingdom";17;52;98.0
"1/23/2011 14:21";"Carl Forsyth";"United Kingdom";1;-1;-15.0
"1/23/2011 14:29";"Justin White";"United Kingdom";8;53;225.0
"1/23/2011 14:58";"Brian Ince";"United Kingdom";45;67;107.0
"1/23/2011 14:59";"Caroline Hardacre";"United Kingdom";91;244;413.0
"1/23/2011 15:16";"Caroline McLean";"United Kingdom";44;453;369.0
"1/23/2011 15:17";"William Glover";"France";12;126;528.0
"1/23/2011 15:34";"Jennifer Morrison";"United Kingdom";14;154;154.0
"1/23/2011 15:34";"Irene Forsyth";"United Kingdom";27;176;256.0
"1/23/2011 15:45";"Angela Wallace";"United Kingdom";6;54;110.0
"1/23/2011 15:48";"Caroline Hardacre";"United Kingdom";1;-2;-20.0
"1/23/2011 16:02";"Ruth Stewart";"United Kingdom";24;73;268.0
"1/23/2011 16:08";"Felicity Alsop";"United Kingdom";17;-44;-85.0
"1/23/2011 16:17";"Felicity Alsop";"United Kingdom";19;1174;2400.0
"1/24/2011 8:20";"Amy Jackson";"United Kingdom";1;100;200.0
"1/24/2011 9:25";"Audrey Harris";"United Kingdom";26;223;414.0
"1/24/2011 9:28";"Abigail Murray";"United Kingdom";5;109;117.0
"1/24/2011 9:30";"Tracey Howard";"United Kingdom";5;-12;-26.0
"1/24/2011 9:52";"Tracey Howard";"United Kingdom";49;219;266.0
"1/24/2011 9:52";"Leah McGrath";"United Kingdom";8;36;158.0
"1/24/2011 10:01";"Sophie Jackson";"United Kingdom";10;528;932.0
"1/24/2011 10:01";"Rachel Gray";"United Kingdom";19;272;228.0
"1/24/2011 10:05";"Christopher Dowd";"United Kingdom";6;38;125.0
"1/24/2011 10:12";"Eric McLean";"Germany";20;247;475.0
"1/24/2011 10:38";"Ryan Howard";"United Kingdom";13;546;294.0
"1/24/2011 10:43";"Piers Stewart";"United Kingdom";4;45;60.0
"1/24/2011 10:56";"John Short";"United Kingdom";20;558;940.0
"1/24/2011 11:12";"Adam Powell";"United Kingdom";6;114;182.0
"1/24/2011 11:14";"Edward Miller";"United Kingdom";1;-1;-3.0
"1/24/2011 11:21";"Gabrielle Henderson";"United Kingdom";27;181;476.0
"1/24/2011 11:30";"Gabrielle Henderson";"United Kingdom";1;-12;-72.0
"1/24/2011 11:31";"Gabrielle Henderson";"United Kingdom";1;12;96.0
"1/24/2011 11:34";"Stewart Hudson";"United Kingdom";8;102;237.0
"1/24/2011 11:35";"James Graham";"United Kingdom";22;318;330.0
"1/24/2011 11:39";"Ryan Rees";"Greece";31;520;2630.0
"1/24/2011 11:50";"Isaac Forsyth";"United Kingdom";18;151;339.0
"1/24/2011 11:56";"Dan Duncan";"United Kingdom";15;208;281.0
"1/24/2011 12:00";"Owen Gray";"United Kingdom";17;128;191.0
"1/24/2011 12:08";"Warren Metcalfe";"United Kingdom";18;177;245.0
"1/24/2011 12:13";"Richard Ince";"United Kingdom";19;182;536.0
"1/24/2011 12:35";"Anna Poole";"United Kingdom";1;-10;-10.0
"1/24/2011 12:44";"Ruth Greene";"United Kingdom";4;132;324.0
"1/24/2011 12:58";"Luke Graham";"Germany";9;47;172.0
"1/24/2011 12:58";"Anthony Sutherland";"United Kingdom";2;-3;-30.0
"1/24/2011 13:06";"Anthony Sutherland";"United Kingdom";11;33;172.0
"1/24/2011 13:13";"Richard Parr";"United Kingdom";1;-21;-42.0
"1/24/2011 13:27";"Benjamin Mitchell";"Germany";52;897;1620.0
"1/24/2011 13:35";"Blake Bond";"United Kingdom";8;142;286.0
"1/24/2011 13:37";"Colin North";"United Kingdom";15;139;409.0
"1/24/2011 13:48";"Theresa Johnston";"United Kingdom";44;1244;1212.0
"1/24/2011 13:58";"Warren Underwood";"United Kingdom";27;325;422.0
"1/24/2011 14:01";"Lily Bond";"United Kingdom";14;445;96.0
"1/24/2011 14:16";"Bella Black";"United Kingdom";25;78;162.0
"1/24/2011 14:39";"Tim Butler";"United Kingdom";5;38;126.0
"1/24/2011 14:44";"Michael Fraser";"United Kingdom";18;170;376.0
"1/24/2011 14:46";"Angela Skinner";"United Kingdom";4;12;93.0
"1/24/2011 14:54";"Eric Ross";"EIRE";15;47;288.0
"1/24/2011 15:09";"Harry Terry";"Spain";11;104;129.0
"1/24/2011 15:32";"Simon Paige";"France";9;84;204.0
"1/24/2011 15:47";"Robert Murray";"United Kingdom";1;1;15.0
"1/24/2011 15:48";"Lisa MacDonald";"United Kingdom";8;102;102.0
"1/24/2011 15:52";"Emily Berry";"United Kingdom";30;82;214.0
"1/24/2011 15:59";"Warren Chapman";"United Kingdom";20;189;369.0
"1/24/2011 16:05";"Jack Grant";"United Kingdom";67;258;485.0
"1/25/2011 8:03";"Benjamin Taylor";"United Kingdom";5;440;540.0
"1/25/2011 8:21";"Simon Kerr";"United Kingdom";23;189;444.0
"1/25/2011 9:01";"Gavin Hart";"United Kingdom";11;64;208.0
"1/25/2011 9:11";"Piers Rees";"Belgium";16;108;313.0
"1/25/2011 9:31";"Pippa Ferguson";"United Kingdom";3;296;496.0
"1/25/2011 9:49";"Chloe Wilkins";"United Kingdom";1;-24;-96.0
"1/25/2011 9:58";"Donna Powell";"United Kingdom";19;135;269.0
"1/25/2011 10:20";"Austin Mackay";"United Kingdom";17;188;327.0
"1/25/2011 10:38";"Connor Welch";"United Kingdom";27;243;325.0
"1/25/2011 10:42";"Keith Churchill";"Finland";6;601;64.0
"1/25/2011 10:49";"William Clarkson";"United Kingdom";38;412;612.0
"1/25/2011 10:56";"Bella Butler";"United Kingdom";23;1008;558.0
"1/25/2011 10:57";"Bella Butler";"United Kingdom";18;450;770.0
"1/25/2011 11:07";"Phil Jones";"United Kingdom";25;602;1308.0
"1/25/2011 11:08";"Faith Morgan";"United Kingdom";4;72;96.0
"1/25/2011 11:18";"Nathan King";"United Kingdom";11;253;352.0
"1/25/2011 11:20";"Yvonne Miller";"United Kingdom";28;296;624.0
"1/25/2011 11:41";"Penelope Walsh";"United Kingdom";6;76;292.0
"1/25/2011 11:41";"Adrian Black";"United Kingdom";9;69;168.0
"1/25/2011 11:45";"Phil Jones";"United Kingdom";1;-7;-21.0
"1/25/2011 11:47";"Angela Thomson";"United Kingdom";1;-1;-4.0
"1/25/2011 11:57";"Megan Marshall";"United Kingdom";35;62;180.0
"1/25/2011 11:59";"Carl Wright";"United Kingdom";23;740;324.0
"1/25/2011 11:59";"Jonathan Clark";"United Kingdom";7;81;111.0
"1/25/2011 12:01";"Boris Dickens";"United Kingdom";7;-14;-56.0
"1/25/2011 12:03";"Dorothy Chapman";"United Kingdom";11;14;92.0
"1/25/2011 12:11";"Jane Vance";"United Kingdom";2;-2;-17.0
"1/25/2011 12:15";"Richard Dyer";"United Kingdom";3;52;176.0
"1/25/2011 12:16";"Anna Ball";"Germany";53;608;1023.0
"1/25/2011 12:21";"Victor Dowd";"United Kingdom";2;10;11.0
"1/25/2011 12:25";"Victor Dowd";"United Kingdom";1;-2;-4.0
"1/25/2011 12:26";"Faith Henderson";"United Kingdom";12;355;35.0
"1/25/2011 12:31";"Boris Dickens";"United Kingdom";21;470;1175.0
"1/25/2011 12:33";"Angela Thomson";"United Kingdom";27;151;346.0
"1/25/2011 12:34";"Lily Dickens";"United Kingdom";1;-1;-13.0
"1/25/2011 12:35";"Vanessa Blake";"United Kingdom";23;316;500.0
"1/25/2011 12:36";"Peter Hodges";"France";1;-12;-24.0
"1/25/2011 12:39";"Audrey Slater";"United Kingdom";21;159;251.0
"1/25/2011 12:39";"James White";"France";2;-5;-15.0
"1/25/2011 12:41";"Ava Bond";"United Kingdom";3;-3;-25.0
"1/25/2011 12:45";"Olivia Lee";"United Kingdom";6;-8;-14.0
"1/25/2011 12:46";"Carolyn Kerr";"United Kingdom";16;196;550.0
"1/25/2011 12:47";"Colin Black";"United Kingdom";2;-3;-21.0
"1/25/2011 12:49";"Sarah Cornish";"United Kingdom";1;-5;-5.0
"1/25/2011 12:52";"Angela Hemmings";"United Kingdom";24;141;212.0
"1/25/2011 12:52";"Boris MacDonald";"United Kingdom";1;-4;-12.0
"1/25/2011 13:04";"Lauren Brown";"United Kingdom";8;86;138.0
"1/25/2011 13:10";"Jan Bond";"United Kingdom";1;10;100.0
"1/25/2011 13:15";"Jonathan Welch";"United Kingdom";41;159;250.0
"1/25/2011 13:15";"Alan Brown";"Germany";3;-10;-48.0
"1/25/2011 13:26";"Joanne Abraham";"Singapore";55;1085;2025.0
"1/25/2011 13:26";"Molly Avery";"United Kingdom";51;563;792.0
"1/25/2011 13:26";"Warren Tucker";"United Kingdom";2;-3;-10.0
"1/25/2011 13:35";"Jane Vance";"United Kingdom";34;162;391.0
"1/25/2011 13:37";"Alexandra Simpson";"Germany";10;290;958.0
"1/25/2011 13:38";"Ruth Jones";"United Kingdom";134;353;815.0
"1/25/2011 13:43";"David Scott";"United Kingdom";6;42;140.0
"1/25/2011 13:46";"Connor Churchill";"United Kingdom";16;136;310.0
